日期,觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),全天空日射量(MJ/㎡),紫外線指數
2024-03-11,12,1016.3,1019.9,22.2,3.4,29,2.7,120,7.0,60,0.0,0.0,3.39,9
2024-03-11,13,1015.8,1019.4,22.3,1.9,26,3.4,110,6.9,150,0.0,0.0,3.45,9
2024-03-11,14,1015.4,1019.0,23.1,0.3,22,3.0,130,6.9,70,0.0,0.0,3.17,8
2024-03-11,15,1015.1,1018.7,22.9,0.1,22,2.7,110,7.2,80,0.0,0.0,2.65,5
2024-03-11,16,1015.2,1018.8,22.9,-3.4,17,2.7,140,6.4,110,0.0,0.0,1.91,3
2024-03-11,17,1015.7,1019.3,21.8,-2.8,19,2.5,100,7.0,80,0.0,0.0,1.03,1
2024-03-11,18,1016.0,1019.6,20.2,3.5,33,2.2,100,6.6,100,0.0,0.0,0.24,0
2024-03-11,19,1016.7,1020.3,18.9,7.4,47,1.9,90,4.6,70,0.0,0.0,0.0,0
2024-03-11,20,1017.1,1020.7,17.5,8.9,57,3.4,100,5.6,110,0.0,0.0,0.0,0
2024-03-11,21,1018.0,1021.6,16.5,9.9,65,1.6,120,5.1,70,0.0,0.0,0.0,0
2024-03-11,22,1018.5,1022.2,16.3,9.0,62,1.7,100,4.7,110,0.0,0.0,0.0,0
2024-03-11,23,1018.6,1022.2,16.5,8.7,60,2.2,90,5.5,100,0.0,0.0,0.0,0
2024-03-11,24,1018.7,1022.3,16.5,9.5,63,3.0,100,7.6,100,0.0,0.0,0.0,0
2024-03-12,1,1018.8,1022.5,16.4,9.8,65,2.9,90,6.9,90,0.0,0.0,0.0,0
2024-03-12,2,1018.7,1022.4,16.3,10.4,68,3.2,90,7.8,80,0.0,0.0,0.0,0
2024-03-12,3,1018.4,1022.0,16.4,11.1,71,2.8,90,8.4,70,0.0,0.0,0.0,0
2024-03-12,4,1018.2,1021.9,16.3,10.4,68,2.6,100,9.0,70,0.0,0.0,0.0,0
2024-03-12,5,1018.2,1021.9,16.1,9.5,65,3.3,90,9.9,90,0.0,0.0,0.0,0
2024-03-12,6,1019.0,1022.7,16.0,9.0,63,2.7,100,9.1,110,0.0,0.0,0.0,0
2024-03-12,7,1019.2,1022.9,16.2,8.4,60,3.1,90,9.1,70,0.0,0.0,0.15,0
2024-03-12,8,1019.2,1022.8,17.6,8.5,55,4.3,90,10.3,90,0.0,0.0,0.8,1
2024-03-12,9,1019.6,1023.2,19.2,8.6,50,5.2,100,12.0,80,0.0,0.0,1.6,2
2024-03-12,10,1019.7,1023.3,20.4,9.1,48,4.4,100,12.0,110,0.0,0.0,2.25,4
2024-03-12,11,1019.8,1023.4,21.1,9.7,48,4.2,110,12.0,70,0.0,0.0,2.49,6
2024-03-12,12,1019.0,1022.6,21.6,10.5,49,4.0,100,12.3,110,0.0,0.0,2.92,7
2024-03-12,13,1018.3,1021.9,21.2,10.1,49,3.3,100,10.2,100,0.0,0.0,2.86,7
2024-03-12,14,1016.7,1020.3,21.6,10.5,49,3.5,100,11.0,80,0.0,0.0,2.17,5
2024-03-12,15,1016.1,1019.7,21.2,10.4,50,4.1,110,10.8,130,0.0,0.0,2.1,4
2024-03-12,16,1016.1,1019.7,20.4,10.8,54,3.9,130,10.4,120,0.0,0.0,1.12,2
2024-03-12,17,1016.0,1019.6,19.6,10.9,57,4.0,100,10.9,140,0.0,0.0,0.37,0
2024-03-12,18,1016.1,1019.7,19.2,11.0,59,3.4,100,9.0,110,0.0,0.0,0.05,0
2024-03-12,19,1016.3,1019.9,19.0,11.3,61,2.7,80,7.8,80,0.0,0.0,0.0,0
2024-03-12,20,1016.7,1020.3,18.9,11.5,62,2.6,90,8.3,90,0.0,0.0,0.0,0
2024-03-12,21,1016.8,1020.4,18.9,11.7,63,2.4,90,6.8,90,0.0,0.0,0.0,0
2024-03-12,22,1016.4,1020.0,18.9,12.0,64,2.4,90,7.8,90,0.0,0.0,0.0,0
2024-03-12,23,1016.0,1019.6,18.9,12.4,66,2.1,100,6.1,100,0.0,0.0,0.0,0
2024-03-12,24,1016.1,1019.7,18.5,12.5,68,1.8,90,4.9,90,0.0,0.0,0.0,0
2024-03-13,1,1016.0,1019.6,18.3,12.5,69,1.5,90,4.1,80,0.0,0.0,0.0,0
2024-03-13,2,1015.8,1019.4,17.8,12.9,73,0.6,80,3.7,80,0.0,0.0,0.0,0
2024-03-13,3,1015.5,1019.1,17.6,13.1,75,0.9,130,2.2,90,0.0,0.0,0.0,0
2024-03-13,4,1015.1,1018.7,17.4,13.3,77,0.8,150,1.9,120,0.0,0.0,0.0,0
2024-03-13,5,1015.2,1018.8,17.5,13.2,76,1.3,150,2.4,140,0.0,0.0,0.0,0
2024-03-13,6,1015.6,1019.2,17.5,13.6,78,1.1,160,2.3,170,0.0,0.0,0.0,0
2024-03-13,7,1015.9,1019.5,17.7,13.6,77,0.5,130,2.0,120,0.0,0.0,0.04,0
2024-03-13,8,1016.4,1020.0,18.5,13.8,74,1.1,110,2.5,90,0.0,0.0,0.13,0
2024-03-13,9,1016.9,1020.5,18.9,14.4,75,0.5,160,3.0,120,T,1.0,0.31,1
2024-03-13,10,1016.8,1020.4,19.7,14.3,71,1.5,160,2.1,170,T,0.5,0.7,2
2024-03-13,11,1016.4,1020.0,20.1,14.0,68,0.8,200,2.3,150,0.0,0.0,0.84,3
2024-03-13,12,1015.8,1019.4,21.2,13.4,61,1.5,140,3.1,160,0.0,0.0,1.56,5
2024-03-13,13,1014.6,1018.2,22.7,12.4,52,1.7,220,3.3,220,0.0,0.0,2.23,7
2024-03-13,14,1013.5,1017.0,23.7,10.1,42,2.1,220,3.9,150,0.0,0.0,2.71,7
2024-03-13,15,1013.1,1016.6,23.9,9.1,39,0.6,180,3.5,180,0.0,0.0,1.53,4
2024-03-13,16,1013.2,1016.8,22.5,14.6,61,3.5,320,5.2,330,0.0,0.0,0.73,2
2024-03-13,17,1013.8,1017.4,21.2,15.7,71,3.1,320,5.9,340,0.0,0.0,0.22,0
2024-03-13,18,1014.1,1017.7,21.0,15.3,70,1.3,330,5.3,340,0.0,0.0,0.05,0
2024-03-13,19,1014.7,1018.3,20.8,15.4,71,0.7,210,1.9,230,0.0,0.0,0.0,0
2024-03-13,20,1015.1,1018.7,20.6,15.4,72,1.2,180,2.9,170,0.0,0.0,0.0,0
2024-03-13,21,1015.2,1018.8,20.3,15.1,72,0.8,200,2.6,150,0.0,0.0,0.0,0
2024-03-13,22,1014.8,1018.4,20.4,14.8,70,1.9,100,4.1,90,0.0,0.0,0.0,0
2024-03-13,23,1014.9,1018.5,20.1,14.9,72,1.9,70,4.3,90,0.0,0.0,0.0,0
2024-03-13,24,1014.5,1018.1,20.2,14.6,70,2.1,90,4.7,70,0.0,0.0,0.0,0
2024-03-14,1,1014.3,1017.9,19.9,14.3,70,1.1,90,3.9,90,0.0,0.0,0.0,0
2024-03-14,2,1014.3,1017.9,18.7,14.8,78,0.4,190,3.0,60,0.0,0.0,0.0,0
2024-03-14,3,1013.8,1017.4,18.6,13.9,74,1.6,160,3.4,160,0.0,0.0,0.0,0
2024-03-14,4,1014.0,1017.6,18.2,13.5,74,1.2,160,3.4,170,0.0,0.0,0.0,0
2024-03-14,5,1014.4,1018.0,18.0,13.7,76,1.4,170,2.5,170,0.0,0.0,0.0,0
2024-03-14,6,1015.0,1018.6,18.3,13.8,75,1.4,170,3.0,160,0.0,0.0,0.0,0
2024-03-14,7,1015.8,1019.4,18.6,14.1,75,0.5,230,2.0,340,0.0,0.0,0.06,0
2024-03-14,8,1016.5,1020.1,18.5,14.2,76,1.2,210,2.0,240,0.0,0.0,0.17,0
2024-03-14,9,1016.8,1020.4,18.9,14.2,74,0.8,210,2.4,230,0.0,0.0,0.2,0
2024-03-14,10,1017.0,1020.6,19.2,14.0,72,0.7,190,1.8,210,0.0,0.0,0.2,1
2024-03-14,11,1016.5,1020.1,18.9,15.4,80,0.7,140,1.7,220,T,0.9,0.29,1
2024-03-14,12,1015.6,1019.2,19.7,15.2,75,0.5,130,2.0,10,T,1.0,0.71,3
2024-03-14,13,1015.2,1018.8,20.1,16.9,82,0.6,20,2.2,340,T,1.0,0.47,2
2024-03-14,14,1015.0,1018.6,20.0,16.5,80,0.9,280,3.2,290,T,0.6,0.35,1
2024-03-14,15,1014.9,1018.5,20.0,17.6,86,0.8,200,2.4,240,T,0.6,0.37,1
2024-03-14,16,1014.8,1018.4,19.8,17.0,84,0.9,200,1.9,230,T,1.0,0.32,1
2024-03-14,17,1014.9,1018.5,20.0,17.6,86,0.7,140,1.1,210,0.5,1.0,0.15,0
2024-03-14,18,1015.5,1019.1,19.7,18.7,94,1.2,220,2.4,20,T,1.0,0.06,0
2024-03-14,19,1015.8,1019.4,19.3,18.5,95,1.1,210,2.6,240,T,0.4,0.0,0
2024-03-14,20,1016.1,1019.7,18.9,18.1,95,0.9,200,1.7,230,T,0.1,0.0,0
2024-03-14,21,1016.2,1019.8,18.7,18.1,96,0.6,130,2.4,10,0.0,0.0,0.0,0
2024-03-14,22,1016.4,1020.0,18.8,18.2,96,0.6,270,1.7,210,0.0,0.0,0.0,0
2024-03-14,23,1016.2,1019.8,18.4,18.1,98,1.0,220,2.7,320,0.0,0.0,0.0,0
2024-03-14,24,1016.1,1019.7,18.0,17.8,99,1.5,330,3.3,340,0.0,0.0,0.0,0
2024-03-15,1,1016.1,1019.7,17.8,17.5,98,1.1,210,4.0,340,0.0,0.0,0.0,0
2024-03-15,2,1015.3,1018.9,18.1,17.3,95,0.6,120,2.1,180,0.0,0.0,0.0,0
2024-03-15,3,1015.6,1019.2,18.1,17.6,97,1.4,340,3.0,330,0.0,0.0,0.0,0
2024-03-15,4,1015.2,1018.8,17.6,16.8,95,1.2,160,2.7,170,0.0,0.0,0.0,0
2024-03-15,5,1015.5,1019.1,17.6,17.0,96,0.9,200,2.1,340,0.0,0.0,0.0,0
2024-03-15,6,1015.8,1019.4,17.4,16.4,94,1.2,150,2.8,180,0.0,0.0,0.0,0
2024-03-15,7,1016.4,1020.0,17.8,16.8,94,0.5,190,1.7,150,0.0,0.0,0.08,0
2024-03-15,8,1016.9,1020.5,18.8,17.1,90,0.6,190,1.6,150,0.0,0.0,0.45,1
2024-03-15,9,1017.2,1020.8,19.6,17.6,88,0.5,320,2.4,360,0.0,0.0,0.55,1
2024-03-15,10,1017.0,1020.6,20.8,18.0,84,0.8,20,2.3,330,0.0,0.0,1.08,3
2024-03-15,11,1016.2,1019.8,21.3,17.3,78,0.4,200,1.5,130,0.0,0.0,0.87,3
2024-03-15,12,1015.7,1019.3,21.8,17.8,78,1.1,250,2.6,310,0.0,0.0,0.93,3
2024-03-15,13,1014.7,1018.3,22.8,18.8,78,1.6,330,4.2,340,0.0,0.0,1.14,4
2024-03-15,14,1013.8,1017.3,24.0,18.4,71,0.8,350,2.7,330,0.0,0.0,1.91,5
2024-03-15,15,1013.2,1016.7,24.1,18.5,71,1.2,340,2.4,360,0.0,0.0,0.98,3
2024-03-15,16,1013.1,1016.6,23.6,18.7,74,1.7,320,3.8,330,0.0,0.0,0.42,1
2024-03-15,17,1013.3,1016.9,22.4,18.2,77,2.4,330,4.0,330,0.0,0.0,0.3,0
2024-03-15,18,1013.6,1017.2,21.5,18.1,81,0.9,10,3.9,350,0.0,0.0,0.14,0
2024-03-15,19,1014.0,1017.6,21.2,18.4,84,0.3,190,2.6,330,0.0,0.0,0.0,0
2024-03-15,20,1014.2,1017.8,21.4,18.8,85,1.3,60,3.4,100,0.0,0.0,0.0,0
2024-03-15,21,1014.9,1018.5,20.7,18.8,89,1.1,130,3.1,300,0.0,0.0,0.0,0
2024-03-15,22,1014.8,1018.4,20.8,19.1,90,0.8,180,2.0,10,0.0,0.0,0.0,0
2024-03-15,23,1014.4,1018.0,20.4,18.9,91,0.6,150,1.6,160,0.0,0.0,0.0,0
2024-03-15,24,1014.2,1017.8,20.0,19.0,94,1.1,210,2.2,250,0.0,0.0,0.0,0
2024-03-16,1,1014.1,1017.7,19.4,18.7,96,0.8,200,2.0,250,0.0,0.0,0.0,0
2024-03-16,2,1013.9,1017.5,19.0,18.5,97,0.8,190,1.7,160,0.0,0.0,0.0,0
2024-03-16,3,1013.4,1017.0,19.1,18.1,94,0.7,190,2.4,170,0.0,0.0,0.0,0
2024-03-16,4,1013.4,1017.0,18.9,17.7,93,1.1,190,2.6,180,0.0,0.0,0.0,0
2024-03-16,5,1014.0,1017.6,19.1,17.8,92,1.1,170,2.4,150,0.0,0.0,0.0,0
2024-03-16,6,1014.3,1017.9,18.6,17.6,94,1.6,160,3.1,180,0.0,0.0,0.0,0
2024-03-16,7,1014.7,1018.3,19.4,17.5,89,0.9,190,2.7,170,0.0,0.0,0.11,0
2024-03-16,8,1015.2,1018.8,20.3,17.5,84,0.6,200,2.0,220,0.0,0.0,0.52,1
2024-03-16,9,1015.0,1018.6,22.6,18.2,76,0.6,180,2.5,160,0.0,0.0,1.34,2
2024-03-16,10,1014.8,1018.3,24.1,18.1,69,0.6,160,2.0,30,0.0,0.0,1.52,4
2024-03-16,11,1014.1,1017.6,25.1,19.0,69,0.5,80,2.4,350,0.0,0.0,1.37,4
2024-03-16,12,1012.8,1016.3,27.0,19.6,64,2.1,350,4.7,340,0.0,0.0,3.13,8
2024-03-16,13,1011.9,1015.4,27.9,19.7,61,2.6,340,5.5,360,0.0,0.0,3.07,8
2024-03-16,14,1011.1,1014.6,27.5,20.1,64,3.3,330,6.6,360,0.0,0.0,2.81,7
2024-03-16,15,1010.9,1014.4,26.7,20.1,67,3.3,340,7.4,350,0.0,0.0,2.2,5
2024-03-16,16,1011.4,1014.9,25.6,19.7,70,3.2,330,7.0,350,0.0,0.0,1.77,2
2024-03-16,17,1012.1,1015.7,22.0,18.8,82,3.8,90,7.5,100,0.0,0.0,0.49,1
2024-03-16,18,1012.1,1015.7,21.3,18.7,85,2.0,80,6.9,90,0.0,0.0,0.17,0
2024-03-16,19,1013.0,1016.6,20.6,18.5,88,3.6,90,7.7,60,0.0,0.0,0.0,0
2024-03-16,20,1013.8,1017.4,20.2,18.3,89,2.7,80,8.9,80,0.0,0.0,0.0,0
2024-03-16,21,1014.3,1017.9,20.0,18.3,90,3.2,100,8.1,80,0.0,0.0,0.0,0
2024-03-16,22,1014.8,1018.4,20.2,17.4,84,3.4,80,9.5,80,0.0,0.0,0.0,0
2024-03-16,23,1015.1,1018.7,19.1,16.2,83,3.6,90,10.5,60,0.0,0.0,0.0,0
2024-03-16,24,1015.0,1018.6,18.5,15.8,84,3.4,90,11.2,90,0.0,0.0,0.0,0
2024-03-17,1,1014.8,1018.4,18.2,15.5,84,4.0,90,12.2,90,0.0,0.0,0.0,0
2024-03-17,2,1014.8,1018.4,18.0,15.4,85,3.4,90,10.2,80,0.0,0.0,0.0,0
2024-03-17,3,1014.4,1018.0,17.8,15.4,86,3.5,90,8.3,90,0.0,0.0,0.0,0
2024-03-17,4,1014.2,1017.8,17.8,15.3,85,3.1,100,9.0,80,0.0,0.0,0.0,0
2024-03-17,5,1014.9,1018.5,17.8,15.4,86,2.8,90,10.0,90,0.0,0.0,0.0,0
2024-03-17,6,1015.4,1019.0,17.7,15.2,85,2.7,90,8.3,90,0.0,0.0,0.0,0
2024-03-17,7,1016.1,1019.7,17.1,14.9,87,3.9,100,9.7,80,0.0,0.0,0.05,0
2024-03-17,8,1016.6,1020.2,17.0,15.0,88,3.6,100,11.3,90,0.0,0.0,0.25,0
2024-03-17,9,1016.7,1020.3,17.7,15.0,84,3.6,90,11.7,80,0.0,0.0,0.7,1
2024-03-17,10,1016.2,1019.8,17.6,14.9,84,5.2,90,12.6,110,0.0,0.0,1.24,3
2024-03-17,11,1016.1,1019.7,18.2,14.7,80,5.2,90,12.5,90,0.0,0.0,1.81,6
2024-03-17,12,1015.0,1018.6,18.6,14.7,78,5.6,100,14.9,90,0.0,0.0,2.93,9
2024-03-17,13,1013.9,1017.5,18.6,14.3,76,5.3,90,13.4,70,0.0,0.0,2.67,8
2024-03-17,14,1013.0,1016.6,19.0,14.5,75,5.3,90,14.9,100,0.0,0.0,2.84,8
2024-03-17,15,1012.3,1015.9,18.8,14.7,77,5.4,90,13.3,80,0.0,0.0,2.38,5
2024-03-17,16,1012.0,1015.6,18.3,14.8,80,5.4,100,13.3,80,0.0,0.0,1.65,3
2024-03-17,17,1011.9,1015.5,17.7,14.8,83,5.0,90,14.6,60,0.0,0.0,0.87,1
2024-03-17,18,1012.3,1015.9,17.4,15.2,87,3.8,90,11.9,80,0.0,0.0,0.21,0
2024-03-17,19,1013.1,1016.7,17.3,15.5,89,4.3,90,13.1,110,0.0,0.0,0.0,0
2024-03-17,20,1014.1,1017.7,17.9,15.7,87,2.9,90,8.3,100,0.0,0.0,0.0,0
2024-03-17,21,1014.6,1018.2,17.8,16.0,89,2.5,100,8.1,80,0.0,0.0,0.0,0
2024-03-17,22,1014.5,1018.1,17.7,16.0,90,2.4,100,7.7,80,0.0,0.0,0.0,0
2024-03-17,23,1014.9,1018.5,17.9,16.2,90,2.1,80,7.9,70,0.0,0.0,0.0,0
2024-03-17,24,1014.8,1018.4,18.3,16.1,87,1.1,130,4.1,100,0.0,0.0,0.0,0
2024-03-18,1,1014.9,1018.5,18.2,16.2,88,2.1,310,5.4,330,0.0,0.0,0.0,0
2024-03-18,2,1015.1,1018.7,17.0,15.4,90,2.4,310,5.3,300,T,0.1,0.0,0
2024-03-18,3,1015.0,1018.6,15.7,14.7,94,1.2,310,5.2,320,T,0.4,0.0,0
2024-03-18,4,1015.5,1019.2,15.0,14.2,95,1.5,310,6.4,310,T,0.9,0.0,0
2024-03-18,5,1016.4,1020.1,14.4,13.9,97,1.2,210,2.9,290,0.5,0.6,0.0,0
2024-03-18,6,1017.3,1021.0,14.4,14.1,98,1.0,210,3.3,160,1.5,1.0,0.0,0
2024-03-18,7,1018.0,1021.7,14.4,14.1,98,0.9,310,3.6,170,1.5,1.0,0.01,0
2024-03-18,8,1019.1,1022.8,14.9,13.8,93,1.3,300,3.1,300,0.0,0.0,0.05,0
2024-03-18,9,1019.7,1023.4,14.5,14.2,98,1.3,310,4.0,320,0.5,1.0,0.15,0
2024-03-18,10,1020.1,1023.8,14.7,14.1,96,2.5,320,5.1,330,0.5,1.0,0.18,1
2024-03-18,11,1019.8,1023.5,15.7,13.0,84,1.6,320,4.7,330,T,0.3,0.57,2
2024-03-18,12,1019.4,1023.1,15.0,13.5,91,1.2,150,3.9,340,0.0,0.0,0.34,1
2024-03-18,13,1018.9,1022.6,15.6,12.4,81,2.1,130,5.0,150,0.0,0.0,0.83,3
2024-03-18,14,1018.0,1021.7,15.8,11.4,75,1.4,150,3.8,160,0.0,0.0,0.54,2
2024-03-18,15,1017.6,1021.3,15.9,11.1,73,1.8,170,3.2,160,0.0,0.0,0.41,1
2024-03-18,16,1018.2,1021.9,16.0,9.9,67,2.0,320,4.7,320,0.0,0.0,0.37,1
2024-03-18,17,1018.7,1022.4,15.9,10.2,69,1.1,120,3.0,330,0.0,0.0,0.33,0
2024-03-18,18,1019.3,1023.0,15.5,10.1,70,2.0,20,6.1,40,0.0,0.0,0.22,0
2024-03-18,19,1019.7,1023.4,15.2,10.0,71,1.1,20,6.0,80,0.0,0.0,0.0,0
2024-03-18,20,1020.4,1024.1,15.2,10.2,72,1.9,90,4.6,10,0.0,0.0,0.0,0
2024-03-18,21,1021.1,1024.8,15.4,10.2,71,2.2,90,6.0,110,0.0,0.0,0.0,0
2024-03-18,22,1021.1,1024.8,15.3,10.1,71,1.9,100,5.7,100,0.0,0.0,0.0,0
2024-03-18,23,1021.3,1025.0,14.7,10.3,75,2.1,140,4.2,120,0.0,0.0,0.0,0
2024-03-18,24,1021.2,1024.9,14.3,10.5,78,1.7,130,4.4,110,0.0,0.0,0.0,0
2024-03-19,1,1021.0,1024.7,14.1,9.9,76,2.0,130,4.3,120,0.0,0.0,0.0,0
2024-03-19,2,1021.0,1024.7,14.1,9.7,75,1.7,120,3.8,100,0.0,0.0,0.0,0
2024-03-19,3,1020.9,1024.6,14.0,9.3,73,1.7,130,3.7,120,0.0,0.0,0.0,0
2024-03-19,4,1021.4,1025.1,13.8,8.9,72,1.9,130,4.1,130,0.0,0.0,0.0,0
2024-03-19,5,1022.0,1025.7,14.2,8.2,67,1.9,140,3.9,120,0.0,0.0,0.0,0
2024-03-19,6,1022.7,1026.4,14.3,7.1,62,2.1,140,4.4,140,0.0,0.0,0.0,0
2024-03-19,7,1023.4,1027.1,15.0,6.8,58,2.2,130,4.3,130,0.0,0.0,0.2,0
2024-03-19,8,1023.9,1027.6,16.9,7.0,52,2.6,120,8.4,70,0.0,0.0,0.83,1
2024-03-19,9,1023.8,1027.4,17.9,7.1,49,4.1,100,12.0,70,0.0,0.0,1.59,2
2024-03-19,10,1023.5,1027.1,18.6,6.5,45,4.4,100,11.9,110,0.0,0.0,2.19,5
2024-03-19,11,1023.0,1026.6,19.1,7.6,47,4.0,60,10.5,70,0.0,0.0,2.91,7
2024-03-19,12,1021.9,1025.5,19.4,7.5,46,3.8,90,11.3,120,0.0,0.0,3.25,9
2024-03-19,13,1021.3,1024.9,19.5,7.9,47,2.9,70,10.3,90,0.0,0.0,3.09,8
2024-03-19,14,1020.4,1024.0,19.4,6.9,44,2.9,70,12.6,50,0.0,0.0,2.25,6
2024-03-19,15,1020.7,1024.3,18.8,5.7,42,3.3,50,12.5,90,0.0,0.0,2.22,5
2024-03-19,16,1020.4,1024.0,18.1,4.7,41,4.9,100,11.2,90,0.0,0.0,1.69,3
2024-03-19,17,1020.7,1024.3,17.5,5.8,46,4.2,80,11.1,90,0.0,0.0,0.91,1
2024-03-19,18,1020.8,1024.4,17.1,5.7,47,3.1,100,11.0,80,0.0,0.0,0.22,0
2024-03-19,19,1021.0,1024.7,16.7,5.7,48,3.1,110,9.7,100,0.0,0.0,0.0,0
2024-03-19,20,1021.0,1024.7,16.3,5.3,48,4.6,100,9.0,90,0.0,0.0,0.0,0
2024-03-19,21,1021.3,1025.0,16.3,5.3,48,3.3,100,9.5,90,0.0,0.0,0.0,0
2024-03-19,22,1020.7,1024.4,15.9,6.4,53,3.4,90,8.8,80,0.0,0.0,0.0,0
2024-03-19,23,1020.0,1023.7,15.5,6.8,56,3.9,100,9.7,90,0.0,0.0,0.0,0
2024-03-19,24,1019.3,1023.0,15.0,7.1,59,4.1,90,8.2,80,0.0,0.0,0.0,0
2024-03-20,1,1018.5,1022.2,15.1,7.4,60,3.0,80,8.7,70,0.0,0.0,0.0,0
2024-03-20,2,1017.6,1021.3,15.2,7.7,61,2.9,90,7.7,70,0.0,0.0,0.0,0
2024-03-20,3,1016.8,1020.5,15.1,7.9,62,3.0,90,7.8,70,0.0,0.0,0.0,0
2024-03-20,4,1016.6,1020.3,15.0,8.0,63,3.2,90,8.2,80,0.0,0.0,0.0,0
2024-03-20,5,1016.9,1020.6,15.2,8.0,62,3.0,90,7.9,60,0.0,0.0,0.0,0
2024-03-20,6,1017.1,1020.8,15.3,8.5,64,3.1,90,7.5,80,0.0,0.0,0.0,0
2024-03-20,7,1017.4,1021.1,15.8,8.8,63,2.7,90,8.1,70,0.0,0.0,0.16,0
2024-03-20,8,1017.8,1021.4,17.3,9.2,59,2.8,90,7.3,80,0.0,0.0,0.66,1
2024-03-20,9,1017.5,1021.1,19.0,8.9,52,2.5,100,9.4,80,0.0,0.0,1.19,2
2024-03-20,10,1016.6,1020.2,20.3,8.0,45,4.0,100,9.0,70,0.0,0.0,1.41,4
2024-03-20,11,1016.0,1019.6,22.1,7.5,39,3.3,110,9.0,100,0.0,0.0,3.11,8
2024-03-20,12,1014.7,1018.3,22.7,8.8,41,4.1,120,9.1,110,0.0,0.0,3.39,9
2024-03-20,13,1013.4,1016.9,23.3,10.1,43,3.1,90,7.6,110,0.0,0.0,3.35,9
2024-03-20,14,1012.2,1015.7,23.4,10.1,43,4.2,120,8.4,130,0.0,0.0,3.06,7
2024-03-20,15,1011.7,1015.2,23.2,10.6,45,3.6,130,8.1,100,0.0,0.0,2.53,5
2024-03-20,16,1011.9,1015.5,22.1,10.6,48,3.3,110,8.2,90,0.0,0.0,1.56,2
2024-03-20,17,1011.8,1015.4,21.1,10.6,51,2.5,120,7.5,120,0.0,0.0,0.64,1
2024-03-20,18,1011.9,1015.5,20.2,10.6,54,2.4,110,6.4,90,0.0,0.0,0.18,0
2024-03-20,19,1012.8,1016.4,19.9,10.9,56,1.5,110,5.4,70,0.0,0.0,0.0,0
2024-03-20,20,1013.1,1016.7,19.8,10.8,56,2.4,100,6.3,90,0.0,0.0,0.0,0
2024-03-20,21,1013.6,1017.2,19.9,10.9,56,2.5,110,5.7,120,0.0,0.0,0.0,0
2024-03-20,22,1013.6,1017.2,19.8,10.5,55,1.9,140,5.8,130,0.0,0.0,0.0,0
2024-03-20,23,1013.1,1016.7,19.8,10.3,54,2.1,110,5.3,110,0.0,0.0,0.0,0
2024-03-20,24,1012.4,1016.0,19.7,10.4,55,2.5,130,5.1,160,0.0,0.0,0.0,0
2024-03-21,1,1012.5,1016.1,18.3,10.9,62,0.4,V,4.6,140,0.0,0.0,0.0,0
2024-03-21,2,1011.9,1015.5,18.7,11.0,61,1.8,160,3.5,160,0.0,0.0,0.0,0
2024-03-21,3,1011.5,1015.1,18.4,11.0,62,1.5,170,3.1,170,0.0,0.0,0.0,0
2024-03-21,4,1011.6,1015.2,18.2,11.3,64,1.9,190,4.5,170,0.0,0.0,0.0,0
2024-03-21,5,1012.1,1015.7,17.8,11.4,66,1.7,170,3.9,160,0.0,0.0,0.0,0
2024-03-21,6,1012.4,1016.0,17.7,11.5,67,1.7,160,2.9,170,0.0,0.0,0.0,0
2024-03-21,7,1012.8,1016.4,17.8,12.1,69,0.9,120,3.6,170,0.0,0.0,0.14,0
2024-03-21,8,1013.4,1017.0,18.7,12.7,68,1.1,130,2.4,180,0.0,0.0,0.49,1
2024-03-21,9,1013.5,1017.1,20.0,12.8,63,0.9,140,2.6,100,0.0,0.0,0.96,2
2024-03-21,10,1013.0,1016.6,22.6,12.6,53,0.9,140,2.8,120,0.0,0.0,1.95,4
2024-03-21,11,1012.0,1015.5,25.0,12.9,47,1.3,90,3.5,80,0.0,0.0,2.84,7
2024-03-21,12,1011.1,1014.6,26.0,12.5,43,1.1,240,4.4,170,0.0,0.0,3.17,8
2024-03-21,13,1010.2,1013.7,26.8,12.1,40,1.3,140,4.6,340,0.0,0.0,3.0,7
2024-03-21,14,1009.2,1012.7,26.9,13.7,44,1.6,320,6.8,330,0.0,0.0,2.81,6
2024-03-21,15,1008.7,1012.2,26.6,14.7,48,2.2,330,5.6,330,0.0,0.0,2.13,4
2024-03-21,16,1009.0,1012.5,25.2,14.7,52,1.9,320,6.7,300,0.0,0.0,0.96,1
2024-03-21,17,1009.2,1012.7,24.4,15.1,56,1.3,330,5.9,330,0.0,0.0,0.41,0
2024-03-21,18,1009.7,1013.2,23.6,14.9,58,1.2,350,3.4,350,0.0,0.0,0.12,0
2024-03-21,19,1010.1,1013.6,23.4,14.7,58,1.0,350,2.5,360,0.0,0.0,0.0,0
2024-03-21,20,1010.6,1014.1,22.8,15.2,62,1.0,170,2.9,340,0.0,0.0,0.0,0
2024-03-21,21,1011.2,1014.8,22.1,16.8,72,1.9,170,3.3,160,0.0,0.0,0.0,0
2024-03-21,22,1011.3,1014.9,21.3,16.9,76,1.7,170,3.2,190,0.0,0.0,0.0,0
2024-03-21,23,1011.3,1014.9,20.9,16.7,77,1.0,170,3.8,180,0.0,0.0,0.0,0
